M_star,M_gas,gamma,R_c,T_m1,T_a1,q,incl,f_freeze,f_dissoc,f_1-0_12co,f_2-1_12co,f_3-2_12co,f_1-0_13co,f_2-1_13co,f_3-2_13co,f_1-0_c18o,f_2-1_c18o,f_3-2_c18o,f_1-0_c18o_low,f_2-1_c18o_low,f_3-2_c18o_low
0.5,1.00E-02,0,100,300,750,0.45,0,0,0.029,3.916,18.346,43.051,1.021,6.083,15.81,0.355,2.67,7.146,0.147,1.445,4.243
0.5,1.00E-02,0,100,300,750,0.45,45,0,0.029,4.54,20.479,47.103,1.24,7.511,19.538,0.379,3.12,8.734,0.152,1.558,4.78
0.5,1.00E-02,0,100,300,750,0.45,90,0,0.029,3.763,15.831,35.122,1.168,6.998,18.074,0.366,2.981,8.372,0.149,1.504,4.615
0.5,1.00E-02,0,100,300,1000,0.45,0,0,0.028,5.625,27.94,67.425,1.089,7.195,20.172,0.333,2.747,7.826,0.133,1.387,4.314
0.5,1.00E-02,0,100,300,1000,0.45,45,0,0.028,6.572,31.746,75.544,1.297,8.802,24.808,0.353,3.147,9.397,0.137,1.48,4.789
0.5,1.00E-02,0,100,300,1000,0.45,90,0,0.028,6.272,28.978,67.029,1.239,8.472,24.113,0.342,3.039,9.154,0.135,1.438,4.668
0.5,1.00E-02,0,100,300,1500,0.45,0,0,0.029,8.968,48.689,122.01,1.115,8.462,26.378,0.284,2.672,8.33,0.107,1.219,4.127
0.5,1.00E-02,0,100,300,1500,0.45,45,0,0.029,10.99,61.496,155.968,1.276,10.085,31.939,0.295,2.944,9.603,0.11,1.276,4.444
0.5,1.00E-02,0,100,300,1500,0.45,90,0,0.029,11.971,66.17,163.185,1.234,10.022,32.601,0.288,2.866,9.491,0.108,1.247,4.365
0.5,1.00E-02,0,200,300,500,0.45,0,0.009,0.089,4.567,19.223,41.459,1.678,8.269,18.804,0.522,4.103,10.054,0.2,1.967,5.45
0.5,1.00E-02,0,200,300,500,0.45,45,0.009,0.089,5.009,20.546,43.901,1.909,9.948,22.578,0.548,4.435,11.279,0.21,2.069,5.789
0.5,1.00E-02,0,200,300,500,0.45,90,0.009,0.089,3.541,13.569,28.11,1.764,8.749,19.37,0.532,4.215,10.67,0.207,2.005,5.582
0.5,1.00E-02,0,200,300,750,0.45,0,0.005,0.09,7.302,33.935,78.286,1.814,10.287,25.885,0.489,4.206,11.118,0.182,1.894,5.579
0.5,1.00E-02,0,200,300,750,0.45,45,0.005,0.09,8.179,36.609,82.896,2.088,12.683,31.915,0.515,4.594,12.699,0.191,1.998,5.974
0.5,1.00E-02,0,200,300,750,0.45,90,0.005,0.09,6.659,27.398,59.54,2.009,12.078,30.241,0.505,4.481,12.463,0.189,1.964,5.877
0.5,1.00E-02,0,200,300,1000,0.45,0,0.004,0.089,10.507,52.847,127.122,1.867,11.9,32.633,0.445,4.145,11.786,0.162,1.768,5.517
0.5,1.00E-02,0,200,300,1000,0.45,45,0.004,0.089,12.077,58.855,139.289,2.12,14.576,40.17,0.466,4.492,13.333,0.169,1.856,5.877
0.5,1.00E-02,0,200,300,1000,0.45,90,0.004,0.089,11.466,51.586,116.922,2.069,14.432,40.416,0.46,4.421,13.274,0.168,1.834,5.824
0.5,1.00E-02,0,200,300,1500,0.45,0,0.002,0.088,16.519,93.987,237.072,1.803,13.488,41.34,0.358,3.748,11.877,0.127,1.479,5.023
0.5,1.00E-02,0,200,300,1500,0.45,45,0.002,0.088,19.909,113.488,286.603,1.971,15.985,49.925,0.372,3.976,13.01,0.131,1.538,5.271
0.5,1.00E-02,0,200,300,1500,0.45,90,0.002,0.088,21.718,117.769,285.56,1.941,16.26,52.42,0.368,3.936,13.067,0.131,1.526,5.251
1,1.00E-04,0,30,300,500,0.45,0,0,0.135,0.203,0.958,2.247,0.023,0.241,0.74,0.003,0.044,0.169,0.001,0.015,0.061
1,1.00E-04,0,30,300,500,0.45,45,0,0.135,0.214,0.99,2.302,0.023,0.244,0.775,0.003,0.043,0.166,0.001,0.015,0.059
1,1.00E-04,0,30,300,500,0.45,90,0,0.135,0.139,0.569,1.255,0.021,0.21,0.638,0.003,0.041,0.155,0.001,0.014,0.057
1,1.00E-04,0,30,300,750,0.45,0,0,0.169,0.232,1.203,2.984,0.021,0.233,0.748,0.003,0.04,0.158,0.001,0.014,0.056
1,1.00E-04,0,30,300,750,0.45,45,0,0.169,0.254,1.282,3.127,0.021,0.238,0.792,0.003,0.039,0.155,0.001,0.013,0.055
1,1.00E-04,0,30,300,750,0.45,90,0,0.169,0.181,0.781,1.754,0.02,0.213,0.686,0.003,0.038,0.147,0.001,0.013,0.053
1,1.00E-04,0,30,300,1000,0.45,0,0,0.164,0.263,1.508,3.991,0.02,0.225,0.755,0.003,0.037,0.148,0.001,0.013,0.052
1,1.00E-04,0,30,300,1000,0.45,45,0,0.164,0.292,1.628,4.213,0.02,0.229,0.793,0.003,0.036,0.145,0.001,0.012,0.051
1,1.00E-04,0,30,300,1000,0.45,90,0,0.164,0.222,1.06,2.474,0.019,0.208,0.705,0.003,0.035,0.139,0.001,0.012,0.049
1,1.00E-04,0,30,300,1500,0.45,0,0,0.169,0.299,1.996,5.861,0.017,0.202,0.722,0.002,0.031,0.128,0.001,0.011,0.044
1,1.00E-04,0,30,300,1500,0.45,45,0,0.169,0.329,2.154,6.181,0.016,0.203,0.743,0.002,0.03,0.125,0.001,0.01,0.043
1,1.00E-04,0,30,300,1500,0.45,90,0,0.169,0.272,1.609,4.212,0.016,0.188,0.676,0.002,0.03,0.121,0.001,0.01,0.042
1,1.00E-04,0,60,300,500,0.45,0,0,0.394,0.302,1.445,3.314,0.021,0.24,0.8,0.003,0.036,0.135,0.001,0.012,0.047
1,1.00E-04,0,60,300,500,0.45,45,0,0.394,0.288,1.336,3.059,0.02,0.23,0.769,0.003,0.035,0.131,0.001,0.012,0.045
1,1.00E-04,0,60,300,500,0.45,90,0,0.394,0.16,0.643,1.398,0.019,0.202,0.633,0.003,0.034,0.125,0.001,0.012,0.044
1,1.00E-04,0,60,300,750,0.45,0,0,0.414,0.314,1.569,3.692,0.02,0.229,0.778,0.003,0.034,0.129,0.001,0.011,0.044
1,1.00E-04,0,60,300,750,0.45,45,0,0.414,0.315,1.528,3.578,0.019,0.223,0.763,0.002,0.033,0.125,0.001,0.011,0.043
1,1.00E-04,0,60,300,750,0.45,90,0,0.414,0.2,0.829,1.819,0.018,0.203,0.666,0.002,0.032,0.121,0.001,0.011,0.042
1,1.00E-04,0,60,300,1000,0.45,0,0,0.425,0.337,1.798,4.431,0.019,0.225,0.779,0.002,0.033,0.126,0.001,0.011,0.043
1,1.00E-04,0,60,300,1000,0.45,45,0,0.425,0.351,1.818,4.433,0.018,0.22,0.772,0.002,0.032,0.122,0.001,0.011,0.042
1,1.00E-04,0,60,300,1000,0.45,90,0,0.425,0.244,1.061,2.374,0.018,0.205,0.695,0.002,0.031,0.119,0.001,0.011,0.041
1,1.00E-04,0,60,300,1500,0.45,0,0,0.442,0.367,2.225,6.031,0.016,0.202,0.728,0.002,0.028,0.111,0.001,0.01,0.038
1,1.00E-04,0,60,300,1500,0.45,45,0,0.442,0.387,2.297,6.137,0.016,0.197,0.721,0.002,0.028,0.108,0.001,0.009,0.037
1,1.00E-04,0,60,300,1500,0.45,90,0,0.442,0.301,1.523,3.639,0.016,0.188,0.671,0.002,0.027,0.107,0.001,0.009,0.037
1,1.00E-04,0,100,300,500,0.45,0,0,0.883,0.259,1.332,3.141,0.009,0.111,0.397,0.001,0.015,0.056,0,0.005,0.019
1,1.00E-04,0,100,300,500,0.45,45,0,0.883,0.225,1.126,2.612,0.009,0.106,0.372,0.001,0.014,0.054,0,0.005,0.018
1,1.00E-04,0,100,300,500,0.45,90,0,0.883,0.102,0.418,0.91,0.008,0.093,0.304,0.001,0.014,0.052,0,0.005,0.018
1,1.00E-04,0,100,300,750,0.45,0,0,0.896,0.259,1.339,3.177,0.009,0.11,0.392,0.001,0.015,0.055,0,0.005,0.019
1,1.00E-04,0,100,300,750,0.45,45,0,0.896,0.234,1.182,2.753,0.008,0.105,0.371,0.001,0.014,0.053,0,0.005,0.018
1,1.00E-04,0,100,300,750,0.45,90,0,0.896,0.124,0.517,1.128,0.008,0.095,0.32,0.001,0.014,0.052,0,0.005,0.018
1,1.00E-04,0,100,300,1000,0.45,0,0,0.904,0.253,1.334,3.193,0.008,0.101,0.363,0.001,0.014,0.051,0,0.005,0.017
1,1.00E-04,0,100,300,1000,0.45,45,0,0.904,0.231,1.2,2.82,0.008,0.097,0.345,0.001,0.013,0.049,0,0.004,0.016
1,1.00E-04,0,100,300,1000,0.45,90,0,0.904,0.131,0.552,1.208,0.008,0.089,0.304,0.001,0.013,0.048,0,0.004,0.016
1,1.00E-04,0,100,300,1500,0.45,0,0,0.785,0.255,1.41,3.472,0.008,0.096,0.349,0.001,0.013,0.048,0,0.004,0.016
1,1.00E-04,0,100,300,1500,0.45,45,0,0.785,0.243,1.329,3.216,0.007,0.092,0.335,0.001,0.012,0.047,0,0.004,0.016
1,1.00E-04,0,100,300,1500,0.45,90,0,0.785,0.157,0.701,1.554,0.007,0.087,0.304,0.001,0.012,0.046,0,0.004,0.016
1,1.00E-04,0,200,300,500,0.45,0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,500,0.45,45,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,500,0.45,90,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,750,0.45,0,0.007,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,750,0.45,45,0.007,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,750,0.45,90,0.007,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,1000,0.45,0,0.004,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,1000,0.45,45,0.004,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,1000,0.45,90,0.004,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,1500,0.45,0,0.003,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,1500,0.45,45,0.003,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.00E-04,0,200,300,1500,0.45,90,0.003,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3.00E-04,0,30,300,500,0.45,0,0,0.05,0.304,1.425,3.332,0.063,0.481,1.299,0.011,0.131,0.464,0.004,0.049,0.19
1,3.00E-04,0,30,300,500,0.45,45,0,0.05,0.331,1.505,3.479,0.064,0.527,1.455,0.011,0.131,0.471,0.004,0.048,0.187
1,3.00E-04,0,30,300,500,0.45,90,0,0.05,0.222,0.9,1.978,0.057,0.445,1.195,0.01,0.121,0.424,0.004,0.046,0.176
1,3.00E-04,0,30,300,750,0.45,0,0,0.076,0.383,1.998,4.962,0.06,0.496,1.409,0.01,0.121,0.444,0.003,0.044,0.175
1,3.00E-04,0,30,300,750,0.45,45,0,0.076,0.428,2.146,5.226,0.06,0.544,1.6,0.009,0.12,0.45,0.003,0.043,0.173
1,3.00E-04,0,30,300,750,0.45,90,0,0.076,0.309,1.334,2.999,0.055,0.477,1.379,0.009,0.114,0.415,0.003,0.042,0.165
1,3.00E-04,0,30,300,1000,0.45,0,0,0.08,0.458,2.645,6.955,0.056,0.499,1.484,0.009,0.112,0.421,0.003,0.04,0.162
1,3.00E-04,0,30,300,1000,0.45,45,0,0.08,0.512,2.835,7.259,0.056,0.539,1.668,0.008,0.111,0.424,0.003,0.039,0.159
1,3.00E-04,0,30,300,1000,0.45,90,0,0.08,0.391,1.855,4.311,0.052,0.481,1.47,0.008,0.105,0.396,0.003,0.038,0.153
1,3.00E-04,0,30,300,1500,0.45,0,0,0.071,0.571,3.868,11.16,0.049,0.484,1.542,0.007,0.096,0.375,0.002,0.034,0.139
1,3.00E-04,0,30,300,1500,0.45,45,0,0.071,0.636,4.185,11.757,0.049,0.508,1.684,0.007,0.094,0.374,0.002,0.033,0.137
1,3.00E-04,0,30,300,1500,0.45,90,0,0.071,0.533,3.184,8.204,0.046,0.461,1.523,0.007,0.09,0.353,0.002,0.032,0.132
1,3.00E-04,0,60,300,500,0.45,0,0,0.191,0.51,2.285,5.187,0.08,0.717,1.979,0.012,0.148,0.526,0.004,0.052,0.194
1,3.00E-04,0,60,300,500,0.45,45,0,0.191,0.526,2.329,5.263,0.079,0.729,2.082,0.012,0.144,0.514,0.004,0.051,0.189
1,3.00E-04,0,60,300,500,0.45,90,0,0.191,0.327,1.299,2.815,0.073,0.626,1.71,0.011,0.138,0.483,0.004,0.05,0.184
1,3.00E-04,0,60,300,750,0.45,0,0,0.193,0.602,2.955,7.097,0.076,0.719,2.075,0.011,0.139,0.504,0.004,0.049,0.184
1,3.00E-04,0,60,300,750,0.45,45,0,0.193,0.65,3.12,7.378,0.075,0.74,2.228,0.011,0.136,0.496,0.004,0.047,0.179
1,3.00E-04,0,60,300,750,0.45,90,0,0.193,0.44,1.813,3.988,0.071,0.663,1.938,0.011,0.132,0.474,0.004,0.047,0.175
1,3.00E-04,0,60,300,1000,0.45,0,0,0.246,0.695,3.797,9.744,0.071,0.704,2.126,0.01,0.128,0.476,0.003,0.045,0.171
1,3.00E-04,0,60,300,1000,0.45,45,0,0.246,0.758,4.018,10.062,0.069,0.722,2.273,0.01,0.125,0.468,0.003,0.043,0.167
1,3.00E-04,0,60,300,1000,0.45,90,0,0.246,0.554,2.474,5.613,0.066,0.661,2.04,0.01,0.122,0.451,0.003,0.043,0.164
1,3.00E-04,0,60,300,1500,0.45,0,0,0.211,0.846,5.509,15.816,0.061,0.663,2.155,0.008,0.11,0.423,0.003,0.038,0.149
1,3.00E-04,0,60,300,1500,0.45,45,0,0.211,0.93,5.881,16.384,0.06,0.67,2.255,0.008,0.108,0.416,0.003,0.037,0.146
1,3.00E-04,0,60,300,1500,0.45,90,0,0.211,0.758,4.205,10.531,0.058,0.624,2.082,0.008,0.106,0.404,0.003,0.037,0.144
1,3.00E-04,0,100,300,500,0.45,0,0,0.39,0.669,3.049,6.794,0.074,0.748,2.195,0.01,0.126,0.436,0.003,0.043,0.153
1,3.00E-04,0,100,300,500,0.45,45,0,0.39,0.641,2.819,6.269,0.071,0.711,2.101,0.01,0.121,0.42,0.003,0.042,0.148
1,3.00E-04,0,100,300,500,0.45,90,0,0.39,0.353,1.392,2.98,0.066,0.601,1.674,0.01,0.117,0.398,0.003,0.041,0.145
1,3.00E-04,0,100,300,750,0.45,0,0,0.421,0.734,3.46,7.919,0.071,0.732,2.201,0.01,0.12,0.422,0.003,0.041,0.148
1,3.00E-04,0,100,300,750,0.45,45,0,0.421,0.736,3.393,7.74,0.068,0.712,2.174,0.009,0.116,0.409,0.003,0.04,0.143
1,3.00E-04,0,100,300,750,0.45,90,0,0.421,0.448,1.795,3.876,0.065,0.632,1.854,0.009,0.113,0.394,0.003,0.039,0.141
1,3.00E-04,0,100,300,1000,0.45,0,0,0.414,0.81,4.116,9.898,0.068,0.72,2.229,0.009,0.115,0.409,0.003,0.039,0.142
1,3.00E-04,0,100,300,1000,0.45,45,0,0.414,0.839,4.146,9.872,0.065,0.705,2.225,0.009,0.111,0.397,0.003,0.038,0.138
1,3.00E-04,0,100,300,1000,0.45,90,0,0.414,0.558,2.33,5.116,0.063,0.644,1.977,0.009,0.109,0.386,0.003,0.038,0.136
1,3.00E-04,0,100,300,1500,0.45,0,0,0.473,0.945,5.628,15.14,0.059,0.666,2.187,0.008,0.101,0.37,0.003,0.034,0.128
1,3.00E-04,0,100,300,1500,0.45,45,0,0.473,0.999,5.786,15.282,0.057,0.653,2.181,0.008,0.098,0.36,0.003,0.033,0.124
1,3.00E-04,0,100,300,1500,0.45,90,0,0.473,0.758,3.694,8.693,0.056,0.615,2.023,0.008,0.097,0.354,0.003,0.033,0.123
1,3.00E-04,0,200,300,500,0.45,0,0.01,0.92,0.518,2.498,5.737,0.018,0.208,0.693,0.002,0.028,0.096,0.001,0.009,0.032
1,3.00E-04,0,200,300,500,0.45,45,0.01,0.92,0.423,2.056,4.656,0.017,0.196,0.644,0.002,0.027,0.093,0.001,0.009,0.031
1,3.00E-04,0,200,300,500,0.45,90,0.01,0.92,0.153,0.613,1.31,0.017,0.169,0.506,0.002,0.027,0.092,0.001,0.009,0.032
1,3.00E-04,0,200,300,750,0.45,0,0.007,0.938,0.51,2.476,5.709,0.017,0.2,0.669,0.002,0.027,0.093,0.001,0.009,0.031
1,3.00E-04,0,200,300,750,0.45,45,0.007,0.938,0.426,2.088,4.741,0.016,0.189,0.625,0.002,0.026,0.089,0.001,0.009,0.03
1,3.00E-04,0,200,300,750,0.45,90,0.007,0.938,0.176,0.711,1.522,0.016,0.168,0.515,0.002,0.026,0.088,0.001,0.009,0.031
1,3.00E-04,0,200,300,1000,0.45,0,0.004,0.944,0.502,2.475,5.728,0.016,0.194,0.65,0.002,0.026,0.09,0.001,0.009,0.03
1,3.00E-04,0,200,300,1000,0.45,45,0.004,0.944,0.429,2.131,4.86,0.016,0.184,0.611,0.002,0.025,0.087,0.001,0.008,0.029
1,3.00E-04,0,200,300,1000,0.45,90,0.004,0.944,0.198,0.805,1.729,0.015,0.165,0.516,0.002,0.025,0.085,0.001,0.008,0.029
1,3.00E-04,0,200,300,1500,0.45,0,0.003,0.951,0.485,2.465,5.766,0.015,0.175,0.591,0.002,0.023,0.081,0.001,0.008,0.027
1,3.00E-04,0,200,300,1500,0.45,45,0.003,0.951,0.425,2.182,5.033,0.014,0.167,0.56,0.002,0.022,0.078,0.001,0.008,0.026
1,3.00E-04,0,200,300,1500,0.45,90,0.003,0.951,0.223,0.931,2.007,0.014,0.154,0.495,0.002,0.022,0.077,0.001,0.008,0.026
1,1.00E-03,0,30,300,500,0.45,0,0,0.028,0.431,1.978,4.592,0.13,0.781,1.988,0.034,0.33,0.984,0.013,0.15,0.524
1,1.00E-03,0,30,300,500,0.45,45,0,0.028,0.478,2.133,4.905,0.143,0.896,2.303,0.033,0.346,1.079,0.012,0.15,0.537
1,1.00E-03,0,30,300,500,0.45,90,0,0.028,0.326,1.317,2.892,0.124,0.749,1.881,0.031,0.307,0.94,0.012,0.139,0.485
1,1.00E-03,0,30,300,750,0.45,0,0,0.028,0.597,3.018,7.376,0.132,0.867,2.352,0.031,0.32,1.009,0.011,0.139,0.503
1,1.00E-03,0,30,300,750,0.45,45,0,0.028,0.67,3.262,7.825,0.144,1.002,2.765,0.03,0.334,1.103,0.011,0.138,0.513
1,1.00E-03,0,30,300,750,0.45,90,0,0.028,0.484,2.068,4.644,0.128,0.87,2.358,0.029,0.304,0.989,0.011,0.13,0.474
1,1.00E-03,0,30,300,1000,0.45,0,0,0.028,0.769,4.226,10.74,0.131,0.927,2.654,0.028,0.307,1.012,0.01,0.128,0.478
1,1.00E-03,0,30,300,1000,0.45,45,0,0.028,0.863,4.551,11.309,0.14,1.06,3.093,0.028,0.317,1.09,0.01,0.127,0.484
1,1.00E-03,0,30,300,1000,0.45,90,0,0.028,0.657,3.034,6.988,0.126,0.937,2.704,0.026,0.292,0.991,0.01,0.121,0.453
1,1.00E-03,0,30,300,1500,0.45,0,0,0.026,1.057,6.687,18.134,0.123,0.974,3.001,0.023,0.276,0.972,0.008,0.109,0.426
1,1.00E-03,0,30,300,1500,0.45,45,0,0.026,1.185,7.256,19.257,0.128,1.081,3.409,0.023,0.28,1.017,0.008,0.108,0.426
1,1.00E-03,0,30,300,1500,0.45,90,0,0.026,0.984,5.498,13.649,0.117,0.974,3.069,0.022,0.26,0.937,0.008,0.103,0.402
1,1.00E-03,0,60,300,500,0.45,0,0,0.075,0.791,3.506,7.939,0.218,1.382,3.476,0.044,0.475,1.486,0.015,0.189,0.662
1,1.00E-03,0,60,300,500,0.45,45,0,0.075,0.847,3.688,8.298,0.225,1.536,3.906,0.043,0.474,1.527,0.015,0.185,0.654
1,1.00E-03,0,60,300,500,0.45,90,0,0.075,0.544,2.152,4.653,0.201,1.292,3.175,0.041,0.44,1.383,0.015,0.178,0.618
1,1.00E-03,0,60,300,750,0.45,0,0,0.08,1.06,5.26,12.69,0.216,1.498,3.988,0.04,0.455,1.487,0.014,0.176,0.634
1,1.00E-03,0,60,300,750,0.45,45,0,0.08,1.169,5.603,13.277,0.223,1.687,4.592,0.039,0.455,1.533,0.014,0.172,0.627
1,1.00E-03,0,60,300,750,0.45,90,0,0.08,0.811,3.37,7.458,0.205,1.495,3.984,0.038,0.431,1.43,0.014,0.168,0.603
1,1.00E-03,0,60,300,1000,0.45,0,0,0.08,1.342,7.412,18.865,0.208,1.568,4.389,0.037,0.428,1.456,0.013,0.162,0.598
1,1.00E-03,0,60,300,1000,0.45,45,0,0.08,1.486,7.841,19.464,0.213,1.745,5.03,0.036,0.427,1.49,0.012,0.158,0.591
1,1.00E-03,0,60,300,1000,0.45,90,0,0.08,1.106,4.985,11.347,0.198,1.578,4.498,0.035,0.407,1.406,0.012,0.155,0.571
1,1.00E-03,0,60,300,1500,0.45,0,0,0.087,1.791,11.63,32.116,0.188,1.598,4.81,0.03,0.374,1.344,0.01,0.137,0.524
1,1.00E-03,0,60,300,1500,0.45,45,0,0.087,1.992,12.431,33.418,0.189,1.724,5.379,0.03,0.37,1.355,0.01,0.134,0.515
1,1.00E-03,0,60,300,1500,0.45,90,0,0.087,1.664,9.249,22.722,0.178,1.592,4.974,0.029,0.356,1.294,0.01,0.131,0.502
1,1.00E-03,0,100,300,500,0.45,0,0,0.168,1.19,5.125,11.313,0.281,1.964,4.84,0.048,0.537,1.7,0.017,0.199,0.674
1,1.00E-03,0,100,300,500,0.45,45,0,0.168,1.201,5.107,11.24,0.276,2.039,5.175,0.047,0.523,1.67,0.016,0.193,0.656
1,1.00E-03,0,100,300,500,0.45,90,0,0.168,0.717,2.791,5.938,0.248,1.685,4.092,0.045,0.492,1.536,0.016,0.188,0.63
1,1.00E-03,0,100,300,750,0.45,0,0,0.194,1.488,7.101,16.672,0.273,2.061,5.334,0.045,0.514,1.682,0.015,0.188,0.652
1,1.00E-03,0,100,300,750,0.45,45,0,0.194,1.577,7.319,16.949,0.272,2.195,5.919,0.044,0.505,1.672,0.015,0.183,0.637
1,1.00E-03,0,100,300,750,0.45,90,0,0.194,1.032,4.197,9.131,0.253,1.938,5.086,0.043,0.484,1.582,0.015,0.18,0.621
1,1.00E-03,0,100,300,1000,0.45,0,0,0.173,1.825,9.769,24.55,0.26,2.112,5.749,0.041,0.482,1.628,0.014,0.174,0.617
1,1.00E-03,0,100,300,1000,0.45,45,0,0.173,1.961,10.077,24.702,0.258,2.238,6.376,0.04,0.473,1.617,0.014,0.169,0.603
1,1.00E-03,0,100,300,1000,0.45,90,0,0.173,1.385,6.019,13.483,0.243,2.032,5.706,0.039,0.457,1.55,0.013,0.167,0.591
1,1.00E-03,0,100,300,1500,0.45,0,0,0.189,2.396,15.43,43.043,0.229,2.102,6.211,0.034,0.418,1.485,0.012,0.148,0.544
1,1.00E-03,0,100,300,1500,0.45,45,0,0.189,2.611,16.103,43.481,0.226,2.177,6.734,0.033,0.409,1.468,0.011,0.144,0.532
1,1.00E-03,0,100,300,1500,0.45,90,0,0.189,2.115,11.291,27.355,0.216,2.03,6.275,0.033,0.399,1.424,0.011,0.142,0.524
1,1.00E-03,0,200,300,500,0.45,0,0.01,0.455,1.645,7.102,15.309,0.267,2.311,5.98,0.038,0.431,1.329,0.013,0.15,0.474
1,1.00E-03,0,200,300,500,0.45,45,0.01,0.455,1.571,6.572,14.095,0.255,2.144,5.566,0.038,0.42,1.286,0.013,0.147,0.464
1,1.00E-03,0,200,300,500,0.45,90,0.01,0.455,0.819,3.129,6.523,0.228,1.703,4.194,0.037,0.398,1.195,0.013,0.144,0.451
1,1.00E-03,0,200,300,750,0.45,0,0.007,0.465,1.806,8.099,17.854,0.259,2.303,6.094,0.037,0.418,1.309,0.012,0.145,0.465
1,1.00E-03,0,200,300,750,0.45,45,0.007,0.465,1.81,7.855,17.23,0.25,2.208,5.928,0.036,0.409,1.276,0.012,0.143,0.455
1,1.00E-03,0,200,300,750,0.45,90,0.007,0.465,1.047,4.053,8.519,0.232,1.889,4.887,0.036,0.395,1.216,0.012,0.141,0.447
1,1.00E-03,0,200,300,1000,0.45,0,0.004,0.498,2.039,9.805,22.588,0.245,2.269,6.206,0.035,0.397,1.269,0.012,0.137,0.448
1,1.00E-03,0,200,300,1000,0.45,45,0.004,0.498,2.086,9.67,22.083,0.238,2.206,6.154,0.034,0.389,1.241,0.011,0.135,0.439
1,1.00E-03,0,200,300,1000,0.45,90,0.004,0.498,1.287,5.117,10.922,0.226,1.971,5.353,0.034,0.38,1.201,0.011,0.134,0.433
1,1.00E-03,0,200,300,1500,0.45,0,0.003,0.472,2.584,14.771,38.451,0.218,2.176,6.396,0.03,0.354,1.181,0.01,0.121,0.411
1,1.00E-03,0,200,300,1500,0.45,45,0.003,0.472,2.695,14.899,38.068,0.213,2.132,6.399,0.029,0.347,1.157,0.01,0.119,0.403
1,1.00E-03,0,200,300,1500,0.45,90,0.003,0.472,1.939,8.893,20.24,0.205,1.984,5.894,0.029,0.342,1.134,0.01,0.118,0.4
1,3.00E-03,0,30,300,500,0.45,0,0,0.012,0.552,2.467,5.676,0.2,1.085,2.703,0.078,0.571,1.537,0.034,0.336,1.005
1,3.00E-03,0,30,300,500,0.45,45,0,0.012,0.619,2.712,6.196,0.23,1.276,3.187,0.081,0.644,1.779,0.034,0.353,1.105
1,3.00E-03,0,30,300,500,0.45,90,0,0.012,0.424,1.707,3.748,0.196,1.057,2.576,0.073,0.558,1.531,0.032,0.314,0.968
1,3.00E-03,0,30,300,750,0.45,0,0,0.009,0.826,3.991,9.584,0.217,1.313,3.524,0.075,0.596,1.697,0.031,0.326,1.031
1,3.00E-03,0,30,300,750,0.45,45,0,0.009,0.934,4.386,10.375,0.25,1.555,4.191,0.077,0.669,1.972,0.031,0.34,1.128
1,3.00E-03,0,30,300,750,0.45,90,0,0.009,0.673,2.844,6.391,0.219,1.329,3.509,0.071,0.595,1.746,0.029,0.31,1.015
1,3.00E-03,0,30,300,1000,0.45,0,0,0.011,1.122,5.776,14.278,0.227,1.492,4.258,0.07,0.604,1.801,0.028,0.313,1.033
1,3.00E-03,0,30,300,1000,0.45,45,0,0.011,1.261,6.282,15.27,0.257,1.747,5.01,0.072,0.666,2.064,0.028,0.322,1.112
1,3.00E-03,0,30,300,1000,0.45,90,0,0.011,0.957,4.307,9.896,0.229,1.524,4.299,0.067,0.601,1.856,0.027,0.297,1.014
1,3.00E-03,0,30,300,1500,0.45,0,0,0.009,1.685,9.616,24.865,0.231,1.702,5.279,0.062,0.589,1.874,0.024,0.281,0.989
1,3.00E-03,0,30,300,1500,0.45,45,0,0.009,1.892,10.558,26.924,0.254,1.941,6.081,0.062,0.629,2.08,0.023,0.284,1.035
1,3.00E-03,0,30,300,1500,0.45,90,0,0.009,1.556,8.132,19.799,0.228,1.737,5.407,0.058,0.573,1.901,0.022,0.264,0.955
1,3.00E-03,0,60,300,500,0.45,0,0,0.037,1.094,4.794,10.827,0.379,2.087,5.087,0.119,0.999,2.697,0.046,0.502,1.571
1,3.00E-03,0,60,300,500,0.45,45,0,0.037,1.192,5.131,11.503,0.423,2.393,5.851,0.119,1.065,3.013,0.045,0.503,1.623
1,3.00E-03,0,60,300,500,0.45,90,0,0.037,0.788,3.122,6.744,0.371,1.999,4.734,0.111,0.959,2.673,0.044,0.47,1.487
1,3.00E-03,0,60,300,750,0.45,0,0,0.033,1.602,7.733,18.424,0.4,2.437,6.387,0.112,1.011,2.892,0.042,0.478,1.567
