M_star,M_gas,gamma,R_c,T_m1,T_a1,q,incl,f_freeze,f_dissoc,f_1-0_12co,f_2-1_12co,f_3-2_12co,f_1-0_13co,f_2-1_13co,f_3-2_13co,f_1-0_c18o,f_2-1_c18o,f_3-2_c18o,f_1-0_c18o_low,f_2-1_c18o_low,f_3-2_c18o_low
0.5,1.00E-04,0,100,100,750,0.55,90,0.434,0.905,0.012,0.049,0.102,0.002,0.018,0.045,0,0.004,0.01,0,0.001,0.004
0.5,1.00E-04,0,100,100,1000,0.55,0,0.33,0.776,0.069,0.386,0.968,0.004,0.037,0.108,0,0.005,0.016,0,0.002,0.006
0.5,1.00E-04,0,100,100,1000,0.55,45,0.33,0.776,0.073,0.392,0.95,0.004,0.038,0.111,0.001,0.006,0.017,0,0.002,0.006
0.5,1.00E-04,0,100,100,1000,0.55,90,0.33,0.776,0.028,0.12,0.262,0.003,0.03,0.083,0,0.005,0.016,0,0.002,0.006
0.5,1.00E-04,0,100,100,1500,0.55,0,0.195,0.78,0.109,0.734,2.097,0.004,0.045,0.142,0.001,0.006,0.02,0,0.002,0.007
0.5,1.00E-04,0,100,100,1500,0.55,45,0.195,0.78,0.114,0.728,1.998,0.004,0.046,0.145,0.001,0.006,0.021,0,0.002,0.007
0.5,1.00E-04,0,100,100,1500,0.55,90,0.195,0.78,0.057,0.293,0.703,0.004,0.04,0.122,0.001,0.006,0.02,0,0.002,0.007
0.5,1.00E-04,0,200,100,500,0.55,0,0.721,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,500,0.55,45,0.721,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,500,0.55,90,0.721,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,750,0.55,0,0.532,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,750,0.55,45,0.532,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,750,0.55,90,0.532,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,1000,0.55,0,0.423,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,1000,0.55,45,0.423,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,1000,0.55,90,0.423,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,1500,0.55,0,0.287,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,1500,0.55,45,0.287,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,1.00E-04,0,200,100,1500,0.55,90,0.287,1,0,0,0,0,0,0,0,0,0,0,0,0
0.5,3.00E-04,0,30,100,500,0.55,0,0.156,0.067,0.196,0.939,2.211,0.034,0.238,0.666,0.009,0.076,0.218,0.004,0.036,0.106
0.5,3.00E-04,0,30,100,500,0.55,45,0.156,0.067,0.205,0.941,2.176,0.039,0.274,0.758,0.01,0.084,0.247,0.004,0.037,0.114
0.5,3.00E-04,0,30,100,500,0.55,90,0.156,0.067,0.103,0.416,0.908,0.029,0.197,0.526,0.008,0.068,0.203,0.003,0.032,0.099
0.5,3.00E-04,0,30,100,750,0.55,0,0.097,0.07,0.329,1.728,4.23,0.038,0.299,0.928,0.009,0.082,0.256,0.003,0.035,0.114
0.5,3.00E-04,0,30,100,750,0.55,45,0.097,0.07,0.343,1.724,4.153,0.042,0.338,1.042,0.009,0.087,0.281,0.003,0.037,0.12
0.5,3.00E-04,0,30,100,750,0.55,90,0.097,0.07,0.206,0.891,2.012,0.033,0.271,0.828,0.008,0.074,0.244,0.003,0.032,0.108
0.5,3.00E-04,0,30,100,1000,0.55,0,0.082,0.069,0.444,2.546,6.433,0.038,0.326,1.076,0.008,0.08,0.264,0.003,0.033,0.112
0.5,3.00E-04,0,30,100,1000,0.55,45,0.082,0.069,0.468,2.572,6.408,0.041,0.36,1.192,0.008,0.084,0.284,0.003,0.034,0.117
0.5,3.00E-04,0,30,100,1000,0.55,90,0.082,0.069,0.327,1.535,3.551,0.033,0.302,1.013,0.007,0.073,0.252,0.003,0.031,0.106
0.5,3.00E-04,0,30,100,1500,0.55,0,0.064,0.067,0.584,3.952,10.664,0.035,0.324,1.151,0.007,0.071,0.25,0.002,0.028,0.1
0.5,3.00E-04,0,30,100,1500,0.55,45,0.064,0.067,0.627,4.132,11.015,0.036,0.349,1.248,0.007,0.073,0.26,0.002,0.028,0.102
0.5,3.00E-04,0,30,100,1500,0.55,90,0.064,0.067,0.519,3.012,7.411,0.03,0.304,1.122,0.006,0.064,0.237,0.002,0.026,0.095
0.5,3.00E-04,0,60,100,500,0.55,0,0.457,0.202,0.25,1.231,2.885,0.037,0.274,0.73,0.007,0.067,0.197,0.002,0.025,0.077
0.5,3.00E-04,0,60,100,500,0.55,45,0.457,0.202,0.264,1.22,2.793,0.039,0.305,0.823,0.007,0.07,0.21,0.002,0.027,0.081
0.5,3.00E-04,0,60,100,500,0.55,90,0.457,0.202,0.107,0.426,0.917,0.03,0.2,0.518,0.006,0.06,0.176,0.002,0.024,0.074
0.5,3.00E-04,0,60,100,750,0.55,0,0.272,0.252,0.459,2.489,6.135,0.043,0.369,1.094,0.007,0.078,0.253,0.002,0.028,0.095
0.5,3.00E-04,0,60,100,750,0.55,45,0.272,0.252,0.472,2.431,5.856,0.046,0.403,1.215,0.007,0.081,0.265,0.003,0.029,0.098
0.5,3.00E-04,0,60,100,750,0.55,90,0.272,0.252,0.237,1.015,2.266,0.037,0.306,0.908,0.007,0.073,0.237,0.002,0.028,0.093
0.5,3.00E-04,0,60,100,1000,0.55,0,0.187,0.199,0.618,3.694,9.509,0.044,0.406,1.288,0.007,0.078,0.268,0.002,0.028,0.098
0.5,3.00E-04,0,60,100,1000,0.55,45,0.187,0.199,0.637,3.625,9.098,0.045,0.436,1.409,0.007,0.081,0.278,0.002,0.029,0.101
0.5,3.00E-04,0,60,100,1000,0.55,90,0.187,0.199,0.387,1.8,4.134,0.038,0.351,1.144,0.007,0.074,0.254,0.002,0.027,0.096
0.5,3.00E-04,0,60,100,1500,0.55,0,0.106,0.208,0.821,5.858,16.391,0.04,0.412,1.427,0.006,0.07,0.258,0.002,0.024,0.091
0.5,3.00E-04,0,60,100,1500,0.55,45,0.106,0.208,0.861,5.915,16.101,0.041,0.431,1.519,0.006,0.072,0.265,0.002,0.025,0.093
0.5,3.00E-04,0,60,100,1500,0.55,90,0.106,0.208,0.665,3.898,9.543,0.036,0.368,1.332,0.006,0.068,0.249,0.002,0.024,0.091
0.5,3.00E-04,0,100,100,500,0.55,0,0.612,0.409,0.182,0.863,1.982,0.021,0.178,0.465,0.003,0.033,0.095,0.001,0.011,0.034
0.5,3.00E-04,0,100,100,500,0.55,45,0.612,0.409,0.203,0.912,2.03,0.022,0.189,0.498,0.003,0.035,0.1,0.001,0.012,0.036
0.5,3.00E-04,0,100,100,500,0.55,90,0.612,0.409,0.064,0.252,0.53,0.017,0.119,0.293,0.003,0.031,0.087,0.001,0.012,0.034
0.5,3.00E-04,0,100,100,750,0.55,0,0.434,0.412,0.399,2.244,5.575,0.03,0.29,0.845,0.004,0.048,0.155,0.001,0.017,0.054
0.5,3.00E-04,0,100,100,750,0.55,45,0.434,0.412,0.417,2.187,5.289,0.032,0.302,0.892,0.004,0.05,0.16,0.002,0.017,0.056
0.5,3.00E-04,0,100,100,750,0.55,90,0.434,0.412,0.167,0.709,1.563,0.027,0.222,0.627,0.004,0.047,0.148,0.002,0.017,0.054
0.5,3.00E-04,0,100,100,1000,0.55,0,0.33,0.459,0.595,3.716,9.72,0.034,0.349,1.096,0.005,0.055,0.186,0.002,0.019,0.064
0.5,3.00E-04,0,100,100,1000,0.55,45,0.33,0.459,0.615,3.576,9.116,0.035,0.361,1.145,0.005,0.057,0.191,0.002,0.019,0.066
0.5,3.00E-04,0,100,100,1000,0.55,90,0.33,0.459,0.304,1.421,3.256,0.031,0.286,0.889,0.005,0.054,0.18,0.002,0.019,0.065
0.5,3.00E-04,0,100,100,1500,0.55,0,0.195,0.42,0.778,5.85,16.913,0.031,0.353,1.227,0.004,0.052,0.189,0.001,0.017,0.065
0.5,3.00E-04,0,100,100,1500,0.55,45,0.195,0.42,0.81,5.746,16.193,0.032,0.362,1.264,0.004,0.053,0.194,0.001,0.018,0.066
0.5,3.00E-04,0,100,100,1500,0.55,90,0.195,0.42,0.551,3.229,7.975,0.029,0.312,1.091,0.004,0.052,0.188,0.001,0.018,0.066
0.5,3.00E-04,0,200,100,500,0.55,0,0.72,0.933,0.009,0.038,0.08,0.001,0.009,0.022,0,0.001,0.004,0,0,0.001
0.5,3.00E-04,0,200,100,500,0.55,45,0.72,0.933,0.01,0.04,0.083,0.001,0.009,0.022,0,0.001,0.004,0,0.001,0.001
0.5,3.00E-04,0,200,100,500,0.55,90,0.72,0.933,0.004,0.014,0.028,0.001,0.006,0.014,0,0.001,0.003,0,0,0.001
0.5,3.00E-04,0,200,100,750,0.55,0,0.532,0.943,0.024,0.099,0.207,0.001,0.014,0.036,0,0.002,0.005,0,0.001,0.002
0.5,3.00E-04,0,200,100,750,0.55,45,0.532,0.943,0.026,0.111,0.231,0.002,0.015,0.037,0,0.002,0.006,0,0.001,0.002
0.5,3.00E-04,0,200,100,750,0.55,90,0.532,0.943,0.008,0.029,0.059,0.001,0.011,0.026,0,0.002,0.005,0,0.001,0.002
0.5,3.00E-04,0,200,100,1000,0.55,0,0.423,0.947,0.043,0.194,0.433,0.002,0.021,0.057,0,0.003,0.008,0,0.001,0.003
0.5,3.00E-04,0,200,100,1000,0.55,45,0.423,0.947,0.045,0.207,0.454,0.002,0.022,0.059,0,0.003,0.009,0,0.001,0.003
0.5,3.00E-04,0,200,100,1000,0.55,90,0.423,0.947,0.014,0.053,0.111,0.002,0.016,0.042,0,0.003,0.008,0,0.001,0.003
0.5,3.00E-04,0,200,100,1500,0.55,0,0.287,0.894,0.124,0.686,1.687,0.004,0.042,0.127,0.001,0.006,0.017,0,0.002,0.006
0.5,3.00E-04,0,200,100,1500,0.55,45,0.287,0.894,0.127,0.704,1.694,0.004,0.044,0.131,0.001,0.006,0.018,0,0.002,0.006
0.5,3.00E-04,0,200,100,1500,0.55,90,0.287,0.894,0.045,0.195,0.425,0.004,0.037,0.105,0.001,0.006,0.018,0,0.002,0.006
0.5,1.00E-03,0,30,100,500,0.55,0,0.156,0.025,0.292,1.318,3.035,0.069,0.457,1.227,0.022,0.166,0.477,0.01,0.087,0.252
0.5,1.00E-03,0,30,100,500,0.55,45,0.156,0.025,0.308,1.35,3.063,0.08,0.523,1.38,0.024,0.191,0.557,0.011,0.096,0.287
0.5,1.00E-03,0,30,100,500,0.55,90,0.156,0.025,0.161,0.647,1.415,0.06,0.369,0.932,0.019,0.152,0.442,0.009,0.079,0.24
0.5,1.00E-03,0,30,100,750,0.55,0,0.097,0.024,0.509,2.44,5.792,0.083,0.64,1.901,0.023,0.193,0.606,0.01,0.093,0.295
0.5,1.00E-03,0,30,100,750,0.55,45,0.097,0.024,0.535,2.494,5.862,0.094,0.721,2.125,0.024,0.216,0.691,0.01,0.1,0.326
0.5,1.00E-03,0,30,100,750,0.55,90,0.097,0.024,0.333,1.407,3.159,0.076,0.573,1.641,0.02,0.181,0.59,0.009,0.086,0.286
0.5,1.00E-03,0,30,100,1000,0.55,0,0.082,0.028,0.718,3.615,8.781,0.087,0.733,2.35,0.022,0.196,0.656,0.009,0.091,0.303
0.5,1.00E-03,0,30,100,1000,0.55,45,0.082,0.028,0.766,3.773,9.089,0.096,0.818,2.622,0.023,0.215,0.73,0.009,0.095,0.326
0.5,1.00E-03,0,30,100,1000,0.55,90,0.082,0.028,0.539,2.401,5.512,0.08,0.693,2.191,0.019,0.185,0.645,0.008,0.083,0.292
0.5,1.00E-03,0,30,100,1500,0.55,0,0.064,0.028,1.071,5.998,15.208,0.084,0.795,2.79,0.019,0.185,0.657,0.007,0.081,0.286
0.5,1.00E-03,0,30,100,1500,0.55,45,0.064,0.028,1.175,6.526,16.441,0.09,0.867,3.075,0.019,0.196,0.709,0.008,0.083,0.299
0.5,1.00E-03,0,30,100,1500,0.55,90,0.064,0.028,0.964,4.946,11.87,0.077,0.773,2.778,0.017,0.173,0.646,0.007,0.074,0.273
0.5,1.00E-03,0,60,100,500,0.55,0,0.457,0.085,0.486,2.174,4.921,0.101,0.67,1.758,0.024,0.213,0.605,0.009,0.092,0.275
0.5,1.00E-03,0,60,100,500,0.55,45,0.457,0.085,0.512,2.22,4.946,0.113,0.772,2.006,0.025,0.231,0.671,0.009,0.097,0.293
0.5,1.00E-03,0,60,100,500,0.55,90,0.457,0.085,0.222,0.883,1.899,0.081,0.501,1.238,0.022,0.185,0.534,0.009,0.085,0.256
0.5,1.00E-03,0,60,100,750,0.55,0,0.272,0.084,0.852,4.127,9.768,0.122,0.94,2.764,0.025,0.253,0.797,0.009,0.103,0.34
0.5,1.00E-03,0,60,100,750,0.55,45,0.272,0.084,0.893,4.17,9.719,0.134,1.069,3.124,0.026,0.269,0.868,0.01,0.107,0.356
0.5,1.00E-03,0,60,100,750,0.55,90,0.272,0.084,0.489,2.038,4.518,0.106,0.818,2.327,0.024,0.23,0.746,0.009,0.097,0.325
0.5,1.00E-03,0,60,100,1000,0.55,0,0.187,0.089,1.221,6.29,15.269,0.128,1.084,3.433,0.024,0.259,0.873,0.009,0.101,0.355
0.5,1.00E-03,0,60,100,1000,0.55,45,0.187,0.089,1.285,6.374,15.276,0.137,1.215,3.855,0.025,0.272,0.933,0.009,0.105,0.368
0.5,1.00E-03,0,60,100,1000,0.55,90,0.187,0.089,0.83,3.645,8.292,0.113,1.001,3.167,0.023,0.239,0.831,0.009,0.097,0.342
0.5,1.00E-03,0,60,100,1500,0.55,0,0.106,0.078,1.802,10.592,26.977,0.121,1.166,4.043,0.021,0.24,0.874,0.007,0.089,0.334
0.5,1.00E-03,0,60,100,1500,0.55,45,0.106,0.078,1.96,11.169,28.162,0.127,1.271,4.473,0.021,0.247,0.912,0.007,0.091,0.343
0.5,1.00E-03,0,60,100,1500,0.55,90,0.106,0.078,1.573,7.96,18.867,0.109,1.114,4.016,0.02,0.224,0.84,0.007,0.086,0.326
0.5,1.00E-03,0,100,100,500,0.55,0,0.612,0.208,0.589,2.688,6.062,0.103,0.74,1.883,0.018,0.184,0.532,0.006,0.069,0.208
0.5,1.00E-03,0,100,100,500,0.55,45,0.612,0.208,0.633,2.748,6.062,0.11,0.823,2.123,0.019,0.194,0.565,0.007,0.073,0.219
0.5,1.00E-03,0,100,100,500,0.55,90,0.612,0.208,0.234,0.915,1.936,0.08,0.503,1.227,0.018,0.164,0.466,0.006,0.067,0.2
0.5,1.00E-03,0,100,100,750,0.55,0,0.434,0.168,1.116,5.468,12.875,0.134,1.105,3.144,0.022,0.241,0.774,0.007,0.087,0.291
0.5,1.00E-03,0,100,100,750,0.55,45,0.434,0.168,1.156,5.42,12.547,0.142,1.221,3.531,0.023,0.252,0.814,0.008,0.091,0.303
0.5,1.00E-03,0,100,100,750,0.55,90,0.434,0.168,0.549,2.266,4.972,0.114,0.889,2.487,0.022,0.225,0.719,0.008,0.087,0.286
0.5,1.00E-03,0,100,100,1000,0.55,0,0.33,0.178,1.613,8.446,20.57,0.142,1.287,3.952,0.022,0.255,0.876,0.007,0.091,0.321
0.5,1.00E-03,0,100,100,1000,0.55,45,0.33,0.178,1.669,8.404,20.115,0.149,1.404,4.406,0.023,0.265,0.913,0.008,0.094,0.332
0.5,1.00E-03,0,100,100,1000,0.55,90,0.33,0.178,0.955,4.15,9.349,0.125,1.116,3.479,0.022,0.242,0.832,0.008,0.09,0.318
0.5,1.00E-03,0,100,100,1500,0.55,0,0.195,0.185,2.415,14.68,37.905,0.135,1.408,4.801,0.019,0.242,0.902,0.007,0.084,0.32
0.5,1.00E-03,0,100,100,1500,0.55,45,0.195,0.185,2.564,14.981,37.899,0.14,1.497,5.221,0.02,0.249,0.93,0.007,0.087,0.328
0.5,1.00E-03,0,100,100,1500,0.55,90,0.195,0.185,1.945,9.805,23.078,0.124,1.292,4.59,0.02,0.236,0.879,0.007,0.085,0.32
0.5,1.00E-03,0,200,100,500,0.55,0,0.72,0.481,0.341,1.5,3.324,0.037,0.322,0.822,0.005,0.054,0.15,0.002,0.019,0.053
0.5,1.00E-03,0,200,100,500,0.55,45,0.72,0.481,0.389,1.673,3.59,0.039,0.338,0.868,0.006,0.058,0.16,0.002,0.02,0.056
0.5,1.00E-03,0,200,100,500,0.55,90,0.72,0.481,0.108,0.421,0.869,0.03,0.202,0.479,0.005,0.051,0.139,0.002,0.019,0.053
0.5,1.00E-03,0,200,100,750,0.55,0,0.532,0.486,0.939,4.846,11.533,0.073,0.709,2.011,0.01,0.112,0.347,0.003,0.038,0.12
0.5,1.00E-03,0,200,100,750,0.55,45,0.532,0.486,1.001,4.831,11.135,0.077,0.739,2.106,0.011,0.118,0.363,0.004,0.04,0.126
0.5,1.00E-03,0,200,100,750,0.55,90,0.532,0.486,0.34,1.401,3.024,0.064,0.514,1.372,0.01,0.109,0.331,0.004,0.039,0.121
0.5,1.00E-03,0,200,100,1000,0.55,0,0.423,0.489,1.54,8.806,21.835,0.091,0.95,2.918,0.012,0.144,0.48,0.004,0.049,0.165
0.5,1.00E-03,0,200,100,1000,0.55,45,0.423,0.489,1.595,8.479,20.511,0.095,0.98,3.029,0.013,0.15,0.496,0.004,0.051,0.171
0.5,1.00E-03,0,200,100,1000,0.55,90,0.423,0.489,0.679,2.938,6.532,0.084,0.766,2.268,0.013,0.143,0.468,0.004,0.05,0.167
0.5,1.00E-03,0,200,100,1500,0.55,0,0.287,0.486,2.324,15.749,42.25,0.095,1.089,3.735,0.012,0.155,0.564,0.004,0.052,0.192
0.5,1.00E-03,0,200,100,1500,0.55,45,0.287,0.486,2.423,15.223,39.888,0.097,1.118,3.851,0.013,0.16,0.579,0.004,0.054,0.197
0.5,1.00E-03,0,200,100,1500,0.55,90,0.287,0.486,1.483,7.547,17.777,0.091,0.968,3.288,0.013,0.156,0.562,0.004,0.054,0.195
0.5,3.00E-03,0,30,100,500,0.55,0,0.156,0.01,0.379,1.657,3.768,0.12,0.72,1.828,0.043,0.308,0.869,0.023,0.172,0.498
0.5,3.00E-03,0,30,100,500,0.55,45,0.156,0.01,0.406,1.735,3.9,0.14,0.821,2.053,0.049,0.362,1.016,0.025,0.199,0.582
0.5,3.00E-03,0,30,100,500,0.55,90,0.156,0.01,0.225,0.897,1.953,0.103,0.567,1.367,0.039,0.28,0.779,0.02,0.159,0.47
0.5,3.00E-03,0,30,100,750,0.55,0,0.097,0.012,0.668,3.064,7.175,0.158,1.096,3.03,0.048,0.386,1.207,0.023,0.198,0.626
0.5,3.00E-03,0,30,100,750,0.55,45,0.097,0.012,0.716,3.222,7.479,0.179,1.239,3.396,0.053,0.442,1.383,0.025,0.222,0.714
0.5,3.00E-03,0,30,100,750,0.55,90,0.097,0.012,0.464,1.932,4.324,0.145,0.962,2.557,0.044,0.368,1.156,0.021,0.187,0.615
0.5,3.00E-03,0,30,100,1000,0.55,0,0.082,0.01,0.962,4.575,10.925,0.174,1.363,4.055,0.047,0.415,1.384,0.022,0.201,0.674
0.5,3.00E-03,0,30,100,1000,0.55,45,0.082,0.01,1.051,4.926,11.688,0.195,1.533,4.553,0.051,0.465,1.561,0.023,0.22,0.751
0.5,3.00E-03,0,30,100,1000,0.55,90,0.082,0.01,0.76,3.31,7.566,0.165,1.275,3.684,0.043,0.401,1.368,0.02,0.19,0.668
0.5,3.00E-03,0,30,100,1500,0.55,0,0.064,0.01,1.532,7.774,19.118,0.181,1.627,5.392,0.043,0.414,1.489,0.019,0.189,0.672
0.5,3.00E-03,0,30,100,1500,0.55,45,0.064,0.01,1.731,8.759,21.437,0.197,1.813,6.077,0.045,0.45,1.636,0.02,0.2,0.726
0.5,3.00E-03,0,30,100,1500,0.55,90,0.064,0.01,1.441,7.013,16.677,0.173,1.629,5.401,0.039,0.4,1.497,0.017,0.176,0.663
0.5,3.00E-03,0,60,100,500,0.55,0,0.457,0.032,0.68,2.942,6.591,0.195,1.186,2.976,0.06,0.464,1.266,0.026,0.233,0.67
0.5,3.00E-03,0,60,100,500,0.55,45,0.457,0.032,0.731,3.089,6.819,0.228,1.374,3.388,0.065,0.528,1.471,0.027,0.253,0.744
0.5,3.00E-03,0,60,100,500,0.55,90,0.457,0.032,0.349,1.373,2.937,0.161,0.883,2.076,0.053,0.405,1.117,0.024,0.209,0.613
0.5,3.00E-03,0,60,100,750,0.55,0,0.272,0.036,1.232,5.62,13.015,0.255,1.828,5.077,0.067,0.585,1.784,0.027,0.273,0.87
0.5,3.00E-03,0,60,100,750,0.55,45,0.272,0.036,1.316,5.852,13.392,0.292,2.096,5.748,0.071,0.655,2.044,0.028,0.291,0.949
0.5,3.00E-03,0,60,100,750,0.55,90,0.272,0.036,0.78,3.199,7.072,0.231,1.597,4.223,0.06,0.545,1.712,0.025,0.253,0.832
0.5,3.00E-03,0,60,100,1000,0.55,0,0.187,0.032,1.802,8.6,20.377,0.281,2.261,6.778,0.066,0.63,2.055,0.026,0.278,0.944
0.5,3.00E-03,0,60,100,1000,0.55,45,0.187,0.032,1.939,9.02,21.174,0.316,2.566,7.663,0.069,0.691,2.31,0.027,0.292,1.011
0.5,3.00E-03,0,60,100,1000,0.55,90,0.187,0.032,1.319,5.637,12.719,0.262,2.12,6.197,0.06,0.593,2.025,0.024,0.259,0.911
0.5,3.00E-03,0,60,100,1500,0.55,0,0.106,0.034,2.873,14.769,36.215,0.285,2.619,8.784,0.058,0.618,2.199,0.022,0.254,0.933
0.5,3.00E-03,0,60,100,1500,0.55,45,0.106,0.034,3.224,16.388,39.913,0.31,2.937,9.952,0.06,0.657,2.392,0.022,0.262,0.975
0.5,3.00E-03,0,60,100,1500,0.55,90,0.106,0.034,2.679,12.754,29.896,0.268,2.637,8.998,0.053,0.584,2.189,0.021,0.239,0.904
0.5,3.00E-03,0,100,100,500,0.55,0,0.612,0.076,0.967,4.225,9.325,0.253,1.551,3.828,0.06,0.534,1.46,0.022,0.228,0.669
0.5,3.00E-03,0,100,100,500,0.55,45,0.612,0.076,1.054,4.429,9.626,0.285,1.804,4.413,0.064,0.58,1.62,0.024,0.242,0.715
0.5,3.00E-03,0,100,100,500,0.55,90,0.612,0.076,0.444,1.727,3.639,0.196,1.083,2.511,0.055,0.454,1.242,0.022,0.211,0.615
0.5,3.00E-03,0,100,100,750,0.55,0,0.434,0.082,1.832,8.31,19.044,0.341,2.444,6.714,0.071,0.709,2.166,0.026,0.287,0.936
0.5,3.00E-03,0,100,100,750,0.55,45,0.434,0.082,1.934,8.538,19.295,0.379,2.823,7.677,0.075,0.76,2.379,0.027,0.301,0.987
0.5,3.00E-03,0,100,100,750,0.55,90,0.434,0.082,1.006,4.07,8.878,0.294,2.048,5.351,0.067,0.643,2,0.026,0.274,0.894
0.5,3.00E-03,0,100,100,1000,0.55,0,0.33,0.074,2.677,12.803,30.191,0.375,3.004,8.971,0.072,0.768,2.528,0.025,0.3,1.041
0.5,3.00E-03,0,100,100,1000,0.55,45,0.33,0.074,2.857,13.263,30.875,0.41,3.441,10.245,0.075,0.814,2.737,0.026,0.312,1.088
0.5,3.00E-03,0,100,100,1000,0.55,90,0.33,0.074,1.789,7.579,16.96,0.337,2.783,8.131,0.068,0.714,2.417,0.025,0.289,1.011
0.5,3.00E-03,0,100,100,1500,0.55,0,0.195,0.077,4.285,22.534,55.286,0.375,3.494,11.639,0.063,0.745,2.706,0.022,0.276,1.042
0.5,3.00E-03,0,100,100,1500,0.55,45,0.195,0.077,4.786,24.448,59.299,0.399,3.925,13.278,0.065,0.776,2.862,0.023,0.284,1.075
0.5,3.00E-03,0,100,100,1500,0.55,90,0.195,0.077,3.877,18.248,42.475,0.346,3.476,11.95,0.061,0.708,2.646,0.022,0.27,1.026
0.5,3.00E-03,0,200,100,500,0.55,0,0.72,0.234,1.136,5.053,11.108,0.216,1.566,3.8,0.035,0.355,0.993,0.012,0.129,0.372
0.5,3.00E-03,0,200,100,500,0.55,45,0.72,0.234,1.284,5.388,11.518,0.228,1.691,4.168,0.037,0.376,1.051,0.013,0.137,0.393
0.5,3.00E-03,0,200,100,500,0.55,90,0.72,0.234,0.442,1.716,3.552,0.163,0.955,2.199,0.035,0.319,0.863,0.012,0.128,0.362
0.5,3.00E-03,0,200,100,750,0.55,0,0.532,0.228,2.585,12.073,27.407,0.355,2.887,7.735,0.055,0.604,1.88,0.019,0.215,0.691
0.5,3.00E-03,0,200,100,750,0.55,45,0.532,0.228,2.737,12.202,27.206,0.373,3.15,8.617,0.058,0.632,1.97,0.02,0.225,0.72
0.5,3.00E-03,0,200,100,750,0.55,90,0.532,0.228,1.153,4.607,9.862,0.3,2.165,5.587,0.055,0.568,1.736,0.019,0.215,0.683
0.5,3.00E-03,0,200,100,1000,0.55,0,0.423,0.235,4.023,19.577,45.782,0.416,3.741,10.871,0.062,0.719,2.405,0.021,0.253,0.869
0.5,3.00E-03,0,200,100,1000,0.55,45,0.423,0.235,4.187,19.626,45.253,0.436,4.062,12.097,0.065,0.748,2.505,0.022,0.263,0.899
0.5,3.00E-03,0,200,100,1000,0.55,90,0.423,0.235,2.183,9.106,20.054,0.373,3.171,9.138,0.063,0.696,2.307,0.022,0.255,0.87
0.5,3.00E-03,0,200,100,1500,0.55,0,0.287,0.228,6.503,35.027,86.221,0.421,4.392,14.437,0.059,0.737,2.716,0.02,0.254,0.955
0.5,3.00E-03,0,200,100,1500,0.55,45,0.287,0.228,6.949,36.251,87.784,0.436,4.697,15.865,0.061,0.761,2.807,0.021,0.262,0.98
0.5,3.00E-03,0,200,100,1500,0.55,90,0.287,0.228,5.063,23.471,54.084,0.397,4.11,13.952,0.06,0.73,2.688,0.02,0.258,0.964
0.5,1.00E-02,0,30,100,500,0.55,0,0.156,0.003,0.47,2.015,4.547,0.194,1.029,2.493,0.082,0.543,1.452,0.046,0.332,0.937
0.5,1.00E-02,0,30,100,500,0.55,45,0.156,0.003,0.511,2.153,4.809,0.225,1.173,2.81,0.096,0.635,1.684,0.053,0.391,1.098
0.5,1.00E-02,0,30,100,500,0.55,90,0.156,0.003,0.294,1.167,2.533,0.161,0.803,1.872,0.074,0.476,1.241,0.042,0.304,0.85
0.5,1.00E-02,0,30,100,750,0.55,0,0.097,0.003,0.844,3.752,8.679,0.28,1.685,4.352,0.098,0.758,2.23,0.051,0.417,1.304
0.5,1.00E-02,0,30,100,750,0.55,45,0.097,0.003,0.922,4.051,9.314,0.32,1.905,4.887,0.113,0.867,2.554,0.057,0.478,1.496
0.5,1.00E-02,0,30,100,750,0.55,90,0.097,0.003,0.617,2.551,5.698,0.253,1.455,3.661,0.093,0.709,2.055,0.047,0.4,1.255
0.5,1.00E-02,0,30,100,1000,0.55,0,0.082,0.004,1.232,5.64,13.282,0.34,2.275,6.158,0.103,0.876,2.784,0.051,0.45,1.502
0.5,1.00E-02,0,30,100,1000,0.55,45,0.082,0.004,1.374,6.219,14.558,0.384,2.572,6.963,0.116,0.99,3.165,0.056,0.505,1.697
0.5,1.00E-02,0,30,100,1000,0.55,90,0.082,0.004,1.027,4.398,10.005,0.321,2.082,5.56,0.098,0.852,2.695,0.047,0.437,1.49
0.5,1.00E-02,0,30,100,1500,0.55,0,0.064,0.003,2.032,9.746,23.526,0.39,3.114,9.264,0.101,0.959,3.345,0.047,0.451,1.626
0.5,1.00E-02,0,30,100,1500,0.55,45,0.064,0.003,2.363,11.307,27.206,0.435,3.532,10.606,0.109,1.057,3.748,0.05,0.491,1.79
